split,analysis_group,pair_id,label,neural_score,symbolic_status,violated_constraints,positive_evidence,uncertain_reasons,final_decision,governed_pred,decision_reason,left_title,right_title,left_brand,right_brand,left_price,right_price
train,valid_high_score_accepted,26727944#20702772,1,0.986436317896782,valid,[],"['model_token_overlap', 'color_match']","['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,"SRAM SRAM NX Eagle 12-Speed Trigger Shifter with Discrete Clamp, Black","SRAM NX Eagle 12-Speed Trigger Shifter with Discrete Clamp, Black",SRAM,,42.00,42.00
train,valid_high_score_accepted,60706564#22000442,1,0.9857409754211868,valid,[],"['model_token_overlap', 'category_keyword_overlap']","['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Benq Monitor 27 SW271 LED 5ms/QHD/IPS/HDMI/DP/USB,Monitor 27 SW271 LED 5ms/QHD/IPS/HDMI/DP/USB,,,5558.47,5697.05
train,valid_high_score_accepted,78135307#56475885,1,0.9856517401838611,valid,[],['model_token_overlap'],"['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Cap New Era NFL New Orleans Saints 9Fifty Cap,Kappe New Era NFL New Orleans Saints 9Fifty Cap,,,3.99E1,3.99E1
valid,valid_high_score_accepted,81962548#4542785,1,0.9856151355413864,valid,[],['category_keyword_overlap'],"['brand_missing', 'model_tokens_no_overlap', 'multiple_quantities_ambiguous', 'bundle_or_kit_mismatch', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Atomos ATOM-CAB010 Full To Full Hdmi Coiled Cable,Atomos Cable - Full HDMI 30cm,,,32.99,29.00
test,valid_high_score_accepted,36026562#43758464,1,0.9855965036842907,valid,[],['category_keyword_overlap'],"['brand_missing', 'price_missing']",accept,1,score_above_threshold_not_invalid,Cable Belkin DuraTek Lightning a USB - Oro,Belkin MIXIT DuraTek Lightning to USB Cable - Lightning-kabel - Lightning USB 2.0 - 1.22 m,Belkin,,89000,
valid,valid_high_score_accepted,89817886#57141050,1,0.9854721432478976,valid,[],"['model_token_overlap', 'category_keyword_overlap']","['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Tissot Expert Solar Watch T0914204605101,Tissot T-Touch Expert Solar Men's Watch - T0914204605101,,Tissot,1150,960.00
train,valid_high_score_accepted,14128915#67646392,0,0.985225816071231,valid,[],['model_token_overlap'],"['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Shimano Dura-Ace CS-R9100 Cassette 11-speed,CS-R9100 CASSETTE 11-25 DURA-ACE 11-SPEED,,,22265,559.0
valid,invalid_high_score_rejected,96929485#53472089,0,1.0,invalid,['brand_conflict'],[],"['model_tokens_no_overlap', 'multiple_quantities_ambiguous', 'bundle_or_kit_mismatch', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,BỘ LƯU ĐIỆN UPS APC SURT20KRMXLI 20KVA,Mikrotik Cloud Core Router 1036-12G-4S-EM,APC,Mikrotik,205000000,80800
test,invalid_high_score_rejected,6175893#51848095,0,0.996576513311884,invalid,['model_token_conflict'],[],"['brand_missing', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,Đồng hồ Tissot T006.207.11.038.00,Tissot T109.410.11.033.00,,,18140000,20390
test,invalid_high_score_rejected,6175893#26986067,0,0.9944621164339682,invalid,['model_token_conflict'],[],"['brand_missing', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,Đồng hồ Tissot T006.207.11.038.00,Tissot Mens T-Sport V8 Swissmatic White Dial Bracelet Watch T106.407.11.031.01,,Tissot,18140000,351.00
test,invalid_high_score_rejected,66481726#35452020,0,0.992156025399696,invalid,['variant_modifier_conflict'],['color_match'],"['brand_missing', 'currency_missing_or_mismatch', 'category_keyword_mismatch']",reject,0,symbolic_invalid_blocks,iPhone SE Screen - Fix Kit / Black / New / Fix Kit / White / New / Part Only / Black / New / Part Only / White / New,iPhone 7 Plus Lightning Connector Assembly - Gray / New / Fix Kit / White / New / Fix Kit / Black / New / Fix Kit / Gray / New / Part Only / White / New / Part Only / Black / New / Part Only,,,44.99,44.99
test,invalid_high_score_rejected,6175893#55154351,0,0.9900528632829604,invalid,['model_token_conflict'],[],"['brand_missing', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,Đồng hồ Tissot T006.207.11.038.00,TISSOT EVERYTIME MEDIUM T109.410.11.033.00 (T109.410.11.033.00),,,18140000,260.00
test,invalid_high_score_rejected,6175893#64388647,0,0.9892335209744726,invalid,['model_token_conflict'],[],"['brand_missing', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,Đồng hồ Tissot T006.207.11.038.00,TISSOT T095.417.11.067.00 QUICKSTER,,,18140000,10530.00
valid,invalid_high_score_rejected,27584246#56852351,1,0.986784447146282,invalid,['model_token_conflict'],['category_keyword_overlap'],"['brand_missing', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,Kyocera toner TK-3100 (1T02MS0NL0),Kyocera TK-3100 Black Toner Cartridge,Kyocera,,104.90,96.73
test,invalid_high_score_rejected,45858702#66481726,0,0.9865264145967124,invalid,['quantity_conflict'],['color_match'],"['brand_missing', 'currency_missing_or_mismatch', 'category_keyword_mismatch']",reject,0,symbolic_invalid_blocks,iPhone 4S Screen - New / Fix Kit / Black / новое / New / Fix Kit / White / новое / New / Part Only / Black / новое / New / Part Only / White / новое,iPhone SE Screen - Fix Kit / Black / New / Fix Kit / White / New / Part Only / Black / New / Part Only / White / New,,,39.99,44.99
test,invalid_high_score_rejected,6189668#76350435,0,0.9859838417494527,invalid,['quantity_conflict'],[],"['brand_missing', 'currency_missing_or_mismatch', 'category_keyword_mismatch']",reject,0,symbolic_invalid_blocks,iPhone XR Screen - Fix Kit / New / Part Only / New,iPhone 6s Screen - New / Fix Kit / Black / Yeni / New / Fix Kit / White / Yeni / New / Part Only / Black / Yeni / New / Part Only / White / Yeni,,,109.99,59.99
test,invalid_high_score_rejected,35452020#75325202,0,0.984643273521233,invalid,['variant_modifier_conflict'],['color_match'],"['brand_missing', 'currency_missing_or_mismatch', 'category_keyword_mismatch']",reject,0,symbolic_invalid_blocks,iPhone 7 Plus Lightning Connector Assembly - Gray / New / Fix Kit / White / New / Fix Kit / Black / New / Fix Kit / Gray / New / Part Only / White / New / Part Only / Black / New / Part Only,iPhone SE Screen - Fix Kit / Black / 全新 / Fix Kit / White / 全新 / Part Only / Black / 全新 / Part Only / White / 全新,,,44.99,44.99
test,invalid_high_score_rejected,6189668#45858702,0,0.9844342807519773,invalid,['quantity_conflict'],[],"['brand_missing', 'currency_missing_or_mismatch', 'category_keyword_mismatch']",reject,0,symbolic_invalid_blocks,iPhone XR Screen - Fix Kit / New / Part Only / New,iPhone 4S Screen - New / Fix Kit / Black / новое / New / Fix Kit / White / новое / New / Part Only / Black / новое / New / Part Only / White / новое,,,109.99,39.99
test,invalid_high_score_rejected,74588061#6175893,0,0.9836606646198562,invalid,['model_token_conflict'],[],"['brand_missing', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,Tissot T048.417.27.057.00,Đồng hồ Tissot T006.207.11.038.00,,,15910.00,18140000
test,invalid_high_score_rejected,66481726#76350435,0,0.983635110892906,invalid,['quantity_conflict'],['color_match'],"['brand_missing', 'currency_missing_or_mismatch', 'category_keyword_mismatch']",reject,0,symbolic_invalid_blocks,iPhone SE Screen - Fix Kit / Black / New / Fix Kit / White / New / Part Only / Black / New / Part Only / White / New,iPhone 6s Screen - New / Fix Kit / Black / Yeni / New / Fix Kit / White / Yeni / New / Part Only / Black / Yeni / New / Part Only / White / Yeni,,,44.99,59.99
test,invalid_high_score_rejected,68464601#1547160,0,0.9832624512920772,invalid,['model_token_conflict'],[],"['brand_missing', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,Garmin STRIKER Plus 7sv with Transducer,Garmin Striker Plus 5cv Fishfinder with GT-20TM Transducer,,,499.99,399
test,invalid_high_score_rejected,25351062#66481726,0,0.982260337238618,invalid,['quantity_conflict'],['color_match'],"['brand_missing', 'currency_missing_or_mismatch', 'category_keyword_mismatch']",reject,0,symbolic_invalid_blocks,iPhone 4S Screen - New / Fix Kit / Black / Yeni / New / Fix Kit / White / Yeni / New / Part Only / Black / Yeni / New / Part Only / White / Yeni,iPhone SE Screen - Fix Kit / Black / New / Fix Kit / White / New / Part Only / Black / New / Part Only / White / New,,,39.99,44.99
valid,invalid_high_score_rejected,53299737#65414283,1,0.982199037119051,invalid,['quantity_conflict'],['color_match'],"['brand_missing', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,"Johnnie Walker Blue Label Premium Scotch Whisky 40% vol. 0,7l",Johnnie Walker Blue Label Whisky 700ml,,,155.82,249.99
train,invalid_high_score_rejected,61023022#23384019,1,0.9803179938987168,invalid,['model_token_conflict'],['category_keyword_overlap'],"['brand_missing', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,Mixer video Blackmagic ATEM Production Studio 4K Video Switcher,Blackmagic ATEM Production Studio 4K,,,1445,1.629E5
test,invalid_high_score_rejected,6189668#25351062,0,0.9801530338639132,invalid,['quantity_conflict'],[],"['brand_missing', 'currency_missing_or_mismatch', 'category_keyword_mismatch']",reject,0,symbolic_invalid_blocks,iPhone XR Screen - Fix Kit / New / Part Only / New,iPhone 4S Screen - New / Fix Kit / Black / Yeni / New / Fix Kit / White / Yeni / New / Part Only / Black / Yeni / New / Part Only / White / Yeni,,,109.99,39.99
test,invalid_high_score_rejected,12722049#13640797,1,0.9798335314978656,invalid,['variant_modifier_conflict'],['category_keyword_overlap'],"['brand_missing', 'model_tokens_no_overlap', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,Autel Robotics EVO II 6K Gimbal Camera,"Autel Robotics EVO II Pro Gimbal Camera 1\"" 6K Camera for EVO 2 Drones, In Stock",,,8.79E2,6.95E2
test,invalid_high_score_rejected,56698149#18510686,0,0.9792200756464786,invalid,['variant_modifier_conflict'],[],"['brand_missing', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,Epson Ultra Glossy Photo Paper,Epson A4 Glossy Photo Paper 20 Sheets,Epson,,2150,9.96
test,invalid_high_score_rejected,28797890#28797891,0,0.9791306324748912,invalid,['quantity_conflict'],"['brand_match', 'model_token_overlap']",['currency_missing_or_mismatch'],reject,0,symbolic_invalid_blocks,Shimano BR-M8120 XT 4-Piston Disc Brakes - Rear Brake (1700mm),Shimano BR-M8120 XT 4-Piston Disc Brakes - Front Brake (1000mm),Shimano,Shimano,209.99,209.99
test,invalid_high_score_rejected,88943801#66481726,0,0.978867827191914,invalid,['quantity_conflict'],['color_match'],"['brand_missing', 'currency_missing_or_mismatch', 'category_keyword_mismatch']",reject,0,symbolic_invalid_blocks,iPhone 6s Screen - New / Fix Kit / Black / Neu / New / Fix Kit / White / Neu / New / Part Only / Black / Neu / New / Part Only / White / Neu,iPhone SE Screen - Fix Kit / Black / New / Fix Kit / White / New / Part Only / Black / New / Part Only / White / New,,,59.99,44.99
test,invalid_high_score_rejected,85035598#37728852,0,0.9788487709476243,invalid,['model_token_conflict'],[],"['brand_missing', 'multiple_quantities_ambiguous', 'bundle_or_kit_mismatch', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,Fisher & Paykel WH8060J3 8kg Front Load Washing Machine,Fisher & Paykel 10kg Front Load Washing Machine,Fisher & Paykel,,799,1298
test,invalid_high_score_rejected,88943801#6189668,0,0.9788188110952428,invalid,['quantity_conflict'],[],"['brand_missing', 'currency_missing_or_mismatch', 'category_keyword_mismatch']",reject,0,symbolic_invalid_blocks,iPhone 6s Screen - New / Fix Kit / Black / Neu / New / Fix Kit / White / Neu / New / Part Only / Black / Neu / New / Part Only / White / Neu,iPhone XR Screen - Fix Kit / New / Part Only / New,,,59.99,109.99
valid,invalid_high_score_rejected,17212553#62172007,0,0.9787983226264116,invalid,['model_token_conflict'],['brand_match'],['currency_missing_or_mismatch'],reject,0,symbolic_invalid_blocks,Corsair ML Series ML120 PRO LED Premium Magnetic Levitation,Corsair ML Series ML140 PRO LED Premium Magnetic Levitation,Corsair,Corsair,265,284
test,invalid_high_score_rejected,88943801#35452020,0,0.978427161753343,invalid,['variant_modifier_conflict'],['color_match'],"['brand_missing', 'currency_missing_or_mismatch', 'category_keyword_mismatch']",reject,0,symbolic_invalid_blocks,iPhone 6s Screen - New / Fix Kit / Black / Neu / New / Fix Kit / White / Neu / New / Part Only / Black / Neu / New / Part Only / White / Neu,iPhone 7 Plus Lightning Connector Assembly - Gray / New / Fix Kit / White / New / Fix Kit / Black / New / Fix Kit / Gray / New / Part Only / White / New / Part Only / Black / New / Part Only,,,59.99,44.99
test,invalid_high_score_rejected,56698149#65979382,0,0.9779066213078014,invalid,['variant_modifier_conflict'],[],"['brand_missing', 'bundle_or_kit_mismatch', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,Epson Ultra Glossy Photo Paper,Epson Premium Glossy Photo A4 Paper (Pack of 50) C13S041624,Epson,,2150,36.11
test,invalid_high_score_rejected,25351062#35452020,0,0.9775258592308296,invalid,['variant_modifier_conflict'],['color_match'],"['brand_missing', 'currency_missing_or_mismatch', 'category_keyword_mismatch']",reject,0,symbolic_invalid_blocks,iPhone 4S Screen - New / Fix Kit / Black / Yeni / New / Fix Kit / White / Yeni / New / Part Only / Black / Yeni / New / Part Only / White / Yeni,iPhone 7 Plus Lightning Connector Assembly - Gray / New / Fix Kit / White / New / Fix Kit / Black / New / Fix Kit / Gray / New / Part Only / White / New / Part Only / Black / New / Part Only,,,39.99,44.99
test,invalid_high_score_rejected,35452020#45858702,0,0.9767914712158436,invalid,['variant_modifier_conflict'],['color_match'],"['brand_missing', 'currency_missing_or_mismatch', 'category_keyword_mismatch']",reject,0,symbolic_invalid_blocks,iPhone 7 Plus Lightning Connector Assembly - Gray / New / Fix Kit / White / New / Fix Kit / Black / New / Fix Kit / Gray / New / Part Only / White / New / Part Only / Black / New / Part Only,iPhone 4S Screen - New / Fix Kit / Black / новое / New / Fix Kit / White / новое / New / Part Only / Black / новое / New / Part Only / White / новое,,,44.99,39.99
test,invalid_high_score_rejected,75325202#25351062,0,0.9760138941464076,invalid,['quantity_conflict'],['color_match'],"['brand_missing', 'currency_missing_or_mismatch', 'category_keyword_mismatch']",reject,0,symbolic_invalid_blocks,iPhone SE Screen - Fix Kit / Black / 全新 / Fix Kit / White / 全新 / Part Only / Black / 全新 / Part Only / White / 全新,iPhone 4S Screen - New / Fix Kit / Black / Yeni / New / Fix Kit / White / Yeni / New / Part Only / Black / Yeni / New / Part Only / White / Yeni,,,44.99,39.99
